BOOKS SELECTED FOR WAQIAT ENCYCLOPEDIA EXTRACTION
Generated from a full scan of the 39,330-book catalog, 2026-08-22
==========================================================================================

HOW THIS LIST WAS BUILT
------------------------------------------------------------------------------------------
Every book whose title contains one of these keywords was pulled from catalog.db:
  ملفوظات, خطبات, حکایات, واقعات, قصص, ارشادات, بیانات, تذکرہ, سوانح, نصائح, مواعظ, ملفوظ, قصہ, حکایت
392 unique BookIDs matched. Each was then checked against books.db for its ACTUAL
page content (not just the catalog title), and classified into three tiers below by
average characters of real text per page:

  REAL     = avg chars/page >= 300  -> genuine narrative/discourse text, usable now
  STUB     = avg chars/page 1-299   -> title/caption-only, real story text missing
  ZERO     = no Pages rows at all   -> pure catalog placeholder, nothing imported

IMPORTANT CAVEAT: Books.SourcePdfHint (the column meant to record where a source PDF
lives on disk) is EMPTY for all 39,330 books in the catalog -- so this list cannot tell
you which STUB/ZERO books already have a PDF sitting on disk (just needs OCR) versus
which need to be sourced/downloaded from scratch. Cross-check against your actual PDF
source folder(s) -- e.g. F:\URDU OCR GOOGLE VISION, used for the Ihya Ulum al-Din import
-- to split STUB/ZERO into "OCR this" vs "download this".

SUMMARY
------------------------------------------------------------------------------------------
  REAL (ready now):        239 books
  STUB (needs OCR/import): 47 books
  ZERO (nothing imported): 106 books
  TOTAL scanned:           392 books

ALREADY IN PROGRESS
------------------------------------------------------------------------------------------
ملفوظات حکیم الامت (Ashraf Ali Thanvi discourses), 29 volumes, BookID 72-106.
Volume 1 = BookID 73 (375 pages). Extraction started this session -- 20
EventCandidates confirmed so far, pages 26-109 of Volume 1 covered. See
chat_logs/claude_code_session_2026-08-21.md for full detail and IDs.

COMPLETE UNUSED MULTI-VOLUME SERIES (real text, ready right now)
------------------------------------------------------------------------------------------
  خطبات حبان
      10 volumes (BookID 15809-15818) -- ~1,300-1,370 avg chars/page
  خطبات رحیمی
      10 volumes (BookID 2028-2038) -- ~1,260-1,330 avg chars/page
  خطبات رمضان المبارک
      4 volumes (BookID 15819, 15820, 15836, 15837) -- ~1,240-1,300 avg chars/page
  تذکرہ اکابر گنگوہ
      2 volumes (BookID 1993, 2054) -- ~1,280-1,320 avg chars/page
  ملفوظات حبیب الامت
      2 volumes (BookID 15835, 15839) -- ~1,190-1,340 avg chars/page
  خطبات حرمین
      2 volumes (BookID 16220, 16221) -- ~1,500-1,570 avg chars/page

==========================================================================================
TIER 1: REAL / READY NOW (239 books)
Format: BookID | Title | PageCount | Avg chars/page
4588 | بچوں کی قصص الانیباء علیھم السلام حصہ سوم حضرت موسی علیہ السلام | 192p | ~0 chars/page
4168 | قصص النبیین جلد ثالث طبع مجلس نشریات اسلام | 161p | ~0 chars/page
4587 | ساٹھ دلچسپ واقعات | 161p | ~16 chars/page
4169 | قصص النبیین جلد رابع طبع مجلس نشریات اسلام | 85p | ~0 chars/page
4166 | قصص النبیین جلد اول طبع مجلس نشریات اسلام | 69p | ~0 chars/page
4167 | قصص النبیین جلد ثانی طبع مجلس نشریات اسلام | 69p | ~0 chars/page

==========================================================================================
TIER 3: ZERO PAGES / NOTHING IMPORTED (106 books)
Pure catalog placeholder -- no Pages rows exist for these BookIDs at all.
Format: BookID | Title | PageCount (catalog-listed, but 0 real pages in books.db)
==========================================================================================
109768 | 1_خطبات_حکیم_الاسلام_مکمل_مع_فہرست | catalog PageCount=0
13156 | 8 - اطاعت رسول ﷺ خطبات حکیم العصر سے | catalog PageCount=0
13294 | آسان خطبات برائے جمعہ وعیدین ونکاح | catalog PageCount=0
109537 | آسان خطبات برائے جمعہ وعیدین ونکاح (1) | catalog PageCount=0
109679 | آسان خطبات برائے جمعہ وعیدین ونکاح (1) | catalog PageCount=0
14518 | احکام شب برأت {ملفوظات تھانویؒ} | catalog PageCount=0
13973 | اختتام بخاری، خطبات فقیر | catalog PageCount=0
109681 | ارشاداتِ گنگوھی  | catalog PageCount=0
109685 | اصلاحی خطبات مکمل 22 جلدیں مع فہرست مفتی تقی عثمانی | catalog PageCount=0
109688 | اصلاحی مواعظ م یوسف لدھیانوی ج 1 تا 8 | catalog PageCount=0
109686 | اصلاحی مواعظ مکمل م تقی عثمانی مع فہرست ج1 تا 3 | catalog PageCount=0
13167 | اطاعت رسول ﷺ - خطبات حکیم العصر سے | catalog PageCount=0
13564 | اہمیت رمضان-مجموعہ بیانات اکابرین | catalog PageCount=0
13926 | بچوں کی قصص الانبیاء-امۃ اللہ تشنیم | catalog PageCount=0
13978 | بیانات ختم بخاری، دارالعلوم مدنیہ بہاولپور | catalog PageCount=0
13429 | بیانات سیرت نبویہ-ٓمولانا اسجد قاسمی ندوی | catalog PageCount=0
13998 | بیانات پالنپوریؒ | catalog PageCount=0
109507 | بیانات پالنپوریؒ | catalog PageCount=0
13999 | بیانات-جلد اول-مولانا ابراہیم دیولہ | catalog PageCount=0
109508 | بیانات-جلد اول-مولانا ابراہیم دیولہ | catalog PageCount=0
14000 | بیانات-جلد دوم-مولانا ابراہیم دیولہ | catalog PageCount=0
109509 | بیانات-جلد دوم-مولانا ابراہیم دیولہ | catalog PageCount=0
14207 | تحریک ختم نبوت واقعات کے آئینے میں-مولانا عتیق الرحمن | catalog PageCount=0
14674 | تذکرہ ام المؤمنین سیدہ عائشہ صدیقہ۔ از مولانا محمد الیاس گھمن | catalog PageCount=0
14224 | تذکرہ حضرت مہدی علیہ الرضوان-ڈسکوی | catalog PageCount=0
13386 | تذکرہ عمر فاروق وحسنین کریمین-مولانا زاہد الراشدی صاحب | catalog PageCount=0
14498 | تذکرہ_ام_المؤمنین_سیدہ_عائشہ_صدیقہ۔_از_مولانا_محمد_الیاس_گھمن | catalog PageCount=0
13276 | حجۃ_الوداع_کے_خطبے_اور_نصیحتیں_اردو_ترجمہ_خطب_ومواعظ_من_حجة_الوداع | catalog PageCount=0
15238 | حضرت امیر معاویہ اور ان کے سو واقعات-مولانا محمد ظفر اقبال صاحب | catalog PageCount=0
13390 | حضرت عمر فاروق رضی اللہ عبہ کے سو واقعات | catalog PageCount=0
15241 | حضرت_مُعاویہ_بن_ابی_سفیان_کے_چند_واقعات | catalog PageCount=0
14678 | خطبات العیدین {الشیخ اسماعیل} | catalog PageCount=0
109714 | خطبات العیدین {الشیخ اسماعیل} | catalog PageCount=0
109794 | خطبات برما- استاذ گھمن | catalog PageCount=0
14841 | خطبات جمعہ محمد اسماعیل شہید رح (1) | catalog PageCount=0
14679 | خطبات جمعہ و عیدین، مفتی شفیع عثمانی | catalog PageCount=0
109715 | خطبات جمعہ و عیدین، مفتی شفیع عثمانی | catalog PageCount=0
14186 | خطبات حبیب موضوع ختم قران | catalog PageCount=0
13296 | خطبات حج وقربانی ،محرم۔قاری محمد اسحاق۔تالیفات اشرفیہ | catalog PageCount=0
13277 | خطبات حجۃ الوداع-مولانا فضل الرحمان اعظمی صاحب | catalog PageCount=0
109748 | خطبات حکیم الامت 32 جلدیں | catalog PageCount=0
109750 | خطبات حکیم العصر 12 جلدیں م مجید لدھیانوی | catalog PageCount=0
15122 | خطبات ختم نبوت ۔۔۔۔ | catalog PageCount=0
14007 | خطبات دعوت-جلد اول- مولانا احمد لاٹ صاحب | catalog PageCount=0
109511 | خطبات دعوت-جلد اول- مولانا احمد لاٹ صاحب | catalog PageCount=0
109771 | خطبات سلف مکمل 5 جلد | catalog PageCount=0
13459 | خطبات سیرت طیبہ۔مفتی سلمان منصورپوری صاحب | catalog PageCount=0
13460 | خطبات صدیقی۔سیرت النبی۔ مکی حصہ۔ جلد 1 | catalog PageCount=0
109772 | خطبات علی میاں 7 جلدین | catalog PageCount=0
109773 | خطبات فقیر 43 جلد مع فہرست | catalog PageCount=0
109774 | خطبات فقیر مع فہرست 43 جلدیں مکمل مع فہرست | catalog PageCount=0
109757 | خطبات قاسمی 6 جلدیں مع فہرست م ضیاء القاسمی | catalog PageCount=0
109689 | خطبات م یوسف لدھیانوی ج 1 تا 8 مع فہرست | catalog PageCount=0
109758 | خطبات متکلم اسلام 3 جلدیں گھمن | catalog PageCount=0
109759 | خطبات ممبر و محراب 2 جلدیں مکمل م ضیاء الرحمن فاروقی | catalog PageCount=0
109760 | خطبات ندیم اردو۔جلد 2 | catalog PageCount=0
109761 | خطبات ندیم اردو۔جلد 3 | catalog PageCount=0
109762 | خطبات ندیم اردو۔جلد۔1. | catalog PageCount=0
109763 | خطبات ندیم۔جلد۔4 | catalog PageCount=0
109764 | خطبات ندیم۔جلد۔5 | catalog PageCount=0
109765 | خطبات ندیم۔جلد۔6 | catalog PageCount=0
109766 | خطبات ندیم۔جلد۔7 | catalog PageCount=0
15123 | خطبات_شاہین_ختم_نبوت_اول_ | catalog PageCount=0
15124 | خطبات_شاہین_ختم_نبوت_دوم_ | catalog PageCount=0
109767 | خطبات_و_مواعظ_جمعہ۔_بارہ_مہینے_کی_ترتیب_کے_ساتھ | catalog PageCount=0
15125 | خطباتِ تحفظِ ختمِ نبوت - جلد 1 | catalog PageCount=0
109561 | خطباتِ تحفظِ ختمِ نبوت - جلد 2 | catalog PageCount=0
13297 | خطباتِ جمعہ و عیدین(عبد الرؤف سکھروی) | catalog PageCount=0
109538 | خطباتِ جمعہ و عیدین(عبد الرؤف سکھروی) | catalog PageCount=0
109770 | خطباتِ دعوت  | catalog PageCount=0
14638 | رئیسِ جامعہ کی طلبہ کوچند نصائح!-ڈاکتر عبد الرزاق اسکندر صاحب | catalog PageCount=0
14639 | رئیسِ_جامعہ_کی_طلبہ_کوچند_نصائح!_ڈاکتر_عبد_الرزاق_اسکندر_صاحب | catalog PageCount=0
13505 | رجب المرجب کے اہم تاریخی واقعات | catalog PageCount=0
13891 | سوانح امام بخاریؒ-مولانا فخر الدین احمد صاحب0ایضاح البخاری سے ماخوذ | catalog PageCount=0
14641 | سوانح_امام_بخاریؒ_مولانا_فخر_الدین_احمد_صاحب0ایضاح_البخاری_سے_ماخوذ | catalog PageCount=0
109534 | سوانح_امام_بخاریؒ_مولانا_فخر_الدین_احمد_صاحب0ایضاح_البخاری_سے_ماخوذ | catalog PageCount=0
14794 | سیدنا علی اور ان کی شہادت- خطبات قاسمی سے | catalog PageCount=0
13480 | سیرت النبی ﷺاور انسانی حقوق۔-مکمل بیانات یکجا-الراشدی صاحب | catalog PageCount=0
13466 | سیرت النبیﷺ- مفتی سلیمان صاحب آڈیو بیانات کی فہرست | catalog PageCount=0
13823 | شہدائے مظلوم کا تذکرہ-مفتی ابو بکر قاسمی | catalog PageCount=0
109525 | شہدائے مظلوم کا تذکرہ-مفتی ابو بکر قاسمی | catalog PageCount=0
13659 | عشاق قرآں کے ایمان افروز واقعات-شیخوپوری شہید ؒ | catalog PageCount=0
15065 | عشق وحب رسول۔خطبات جمعہ سے | catalog PageCount=0
109775 | علمی خطبات 2 جلدیں مکمل | catalog PageCount=0
13302 | عید الاضحی اور ضیافت مولی۔خطبات اسلم | catalog PageCount=0
14860 | عید الفطر اور اس کا پیغام-خطبات اسلام | catalog PageCount=0
14875 | عید کا تحفہ-خطبات اسلم | catalog PageCount=0
109769 | فهرست خطبات حكيم الاسلام | catalog PageCount=0
13516 | ماہ رجب کے واقعات اور بدعات محمد اخلاص ساجد | catalog PageCount=0
13767 | ماہ صفر کے اہم تاریخی واقعات | catalog PageCount=0
14011 | مجموعہ بیانات حضرت جی-جلد اول | catalog PageCount=0
109513 | مجموعہ بیانات حضرت جی-جلد اول | catalog PageCount=0
13892 | مختصر سوانح امام بخاریؒ-علامہ عثمانی صاحب | catalog PageCount=0
14647 | مختصر_سوانح_امام_بخاریؒ_علامہ_عثمانی_صاحب | catalog PageCount=0
109535 | مختصر_سوانح_امام_بخاریؒ_علامہ_عثمانی_صاحب | catalog PageCount=0
14558 | معراج نبی ﷺ۔خطبات قادریہ | catalog PageCount=0
109778 | ملفوظات حکیم الامت 30 جلدیں مکمل مع بک مارک | catalog PageCount=0
14775 | مواعظ عثمانی جلد - 4  | catalog PageCount=0
109799 | مواعظ متكلم اسلام، جلد 2 | catalog PageCount=0
15428 | نوجوانوں کی حکایات_انسائیکلوپیڈیا_چریاکوٹی | catalog PageCount=0
15450 | نوجوانوں_کی_حکایات_انسائیکلوپیڈیا_چریاکوٹی | catalog PageCount=0
14018 | کارکنان تبلیغ کیلئے اہم ہدایات-ملفوظات مولانا الیاسؒ-مفتی زید ندوی مظاہری | catalog PageCount=0
13424 | کچھ تذکرہ عید اور اعمال عید کا | catalog PageCount=0
14892 | کچھ تذکرہ عید اور اعمال عید کا-ڈسکوی | catalog PageCount=0
109548 | کچھ تذکرہ عید اور اعمال عید کا-ڈسکوی | catalog PageCount=0
14893 | کچھ تذکرہ عید اور اعمال عید کا۔ڈَسکوی | catalog PageCount=0
